visit_id,user_id,channel_id,platform,stat_date,pv,click,quit,stay_duration
8226,USER0174,QD1016,Android,2015-07-29,7,4,4,1512
7535,USER0175,QD1021,IOS,2015-07-29,7,5,4,1548
6719,USER0176,QD1006,IOS,2015-07-29,14,5,5,72
2057,USER0177,QD1009,IOS,2015-07-29,7,2,4,1512
1147,USER0178,QD1007,IOS,2015-07-29,6,1,4,1008
3677,USER0179,QD1009,移动浏览器,2015-07-29,12,3,4,1476
3540,USER0180,QD1009,Android,2015-07-30,7,6,4,1476
1257,USER0181,QD1014,Android,2015-07-30,15,3,4,72
8055,USER0182,QD1019,Android,2015-07-30,11,3,4,1800
5616,USER0183,QD1016,Android,2015-07-30,12,4,4,1044
1873,USER0184,QD1001,Android,2015-07-30,6,2,4,540
4649,USER0185,QD1008,Android,2015-07-31,5,2,4,1548
7561,USER0186,QD1018,Android,2015-07-31,6,5,4,396
5503,USER0187,QD1014,Android,2015-07-31,10,3,4,0
7148,USER0188,QD1002,IOS,2015-07-31,14,3,4,1764
4162,USER0189,QD1021,Android,2015-08-01,6,6,4,1584
3661,USER0190,QD1002,IOS,2015-08-01,6,4,4,1296
7078,USER0191,QD1006,Android,2015-08-01,14,4,4,1332
3738,USER0192,QD1013,Android,2015-08-01,6,1,4,828
5532,USER0193,QD1011,Android,2015-08-01,13,1,4,108
1851,USER0194,QD1018,IOS,2015-08-01,13,2,4,576
9468,USER0195,QD1022,移动浏览器,2015-08-01,6,1,4,360
4559,USER0196,QD1021,Android,2015-08-02,8,6,5,216
8175,USER0197,QD1007,IOS,2015-08-02,6,5,4,1044
4670,USER0198,QD1007,Android,2015-08-02,11,3,4,180
3660,USER0199,QD1014,IOS,2015-08-02,10,4,4,684
7743,USER0200,QD1017,IOS,2015-08-02,13,4,4,1584
1467,USER0201,QD1005,IOS,2015-08-02,11,4,4,1764
7566,USER0202,QD1011,Android,2015-08-03,13,4,4,1224
8377,USER0203,QD1002,IOS,2015-08-03,14,3,4,1080
5526,USER0204,QD1001,Android,2015-08-03,12,4,4,396
4444,USER0205,QD1010,Android,2015-08-03,12,5,4,288
4902,USER0206,QD1018,IOS,2015-08-03,13,5,4,648
4910,USER0207,QD1017,IOS,2015-08-03,9,2,4,432
1367,USER0208,QD1018,移动浏览器,2015-08-03,9,4,4,1332
3285,USER0209,QD1020,Android,2015-08-04,11,3,4,1296
2317,USER0210,QD1009,Android,2015-08-04,6,3,4,1764
7428,USER0211,QD1007,IOS,2015-08-04,13,2,4,1476
9487,USER0212,QD1002,移动浏览器,2015-08-04,13,5,4,900
4419,USER0213,QD1018,IOS,2015-08-05,8,4,4,180
7531,USER0214,QD1010,Android,2015-08-05,12,4,4,612
4422,USER0215,QD1018,Android,2015-08-05,9,6,4,1692
9733,USER0216,QD1018,Android,2015-08-05,9,6,4,1656
3642,USER0217,QD1006,IOS,2015-08-05,7,5,4,1764
8896,USER0218,QD1015,移动浏览器,2015-08-05,10,4,4,1044
5879,USER0219,QD1020,移动浏览器,2015-08-05,13,5,4,900
3063,USER0220,QD1011,Android,2015-08-06,11,5,4,1620
1516,USER0221,QD1007,Android,2015-08-06,14,5,4,1440
6022,USER0222,QD1003,Android,2015-08-06,6,4,4,432
4457,USER0223,QD1020,Android,2015-08-06,6,5,4,1188
6753,USER0224,QD1021,IOS,2015-08-06,10,5,4,396
8168,USER0225,QD1009,IOS,2015-08-06,12,1,4,972
2615,USER0226,QD1004,IOS,2015-08-06,11,4,4,756
9269,USER0227,QD1002,IOS,2015-08-06,11,5,4,1584
3425,USER0228,QD1020,IOS,2015-08-06,11,3,4,684
7489,USER0229,QD1013,移动浏览器,2015-08-06,11,2,4,612
4678,USER0230,QD1020,移动浏览器,2015-08-06,9,5,4,1332
7721,USER0231,QD1001,Android,2015-08-07,8,5,4,1332
9349,USER0232,QD1021,Android,2015-08-07,5,5,4,1368
7837,USER0233,QD1003,Android,2015-08-07,13,2,4,1188
1168,USER0234,QD1017,Android,2015-08-07,9,3,4,1296
6274,USER0235,QD1005,Android,2015-08-07,14,4,4,1800
2505,USER0236,QD1004,IOS,2015-08-07,11,1,4,396
4188,USER0237,QD1017,Android,2015-08-08,11,5,4,36
4644,USER0238,QD1002,Android,2015-08-08,8,4,4,864
3433,USER0239,QD1013,IOS,2015-08-08,12,5,4,1116
1006,USER0240,QD1016,Android,2015-08-08,14,1,4,360
5793,USER0241,QD1016,IOS,2015-08-08,11,6,4,396
9702,USER0242,QD1009,移动浏览器,2015-08-08,8,4,4,252
2591,USER0243,QD1011,Android,2015-08-09,12,4,4,1692
8973,USER0244,QD1008,IOS,2015-08-09,8,3,4,72
3992,USER0245,QD1016,Android,2015-08-09,9,5,4,1548
7889,USER0246,QD1006,Android,2015-08-09,6,4,4,864
3271,USER0247,QD1018,IOS,2015-08-09,13,3,4,1008
9412,USER0248,QD1009,IOS,2015-08-09,13,3,4,288
9254,USER0249,QD1009,移动浏览器,2015-08-09,5,4,4,648
5867,USER0250,QD1021,Android,2015-08-10,12,4,4,720
5970,USER0251,QD1007,IOS,2015-08-10,6,4,4,1224
6192,USER0252,QD1019,IOS,2015-08-10,8,5,4,1368
4937,USER0253,QD1015,IOS,2015-08-10,12,4,4,1152
3952,USER0254,QD1015,Android,2015-08-11,8,4,4,1404
9586,USER0255,QD1005,IOS,2015-08-11,13,6,4,288
2003,USER0256,QD1009,Android,2015-08-11,11,3,4,1116
1783,USER0257,QD1006,IOS,2015-08-12,8,4,4,144
8270,USER0258,QD1002,IOS,2015-08-12,13,5,4,1512
3673,USER0259,QD1020,Android,2015-08-12,10,6,4,1584
5713,USER0260,QD1013,Android,2015-08-12,13,2,4,756
8809,USER0261,QD1004,IOS,2015-08-12,15,2,4,1692
8216,USER0262,QD1002,IOS,2015-08-12,5,3,4,0
5912,USER0263,QD1012,IOS,2015-08-12,10,4,4,504
7908,USER0264,QD1017,移动浏览器,2015-08-12,14,1,4,864
4190,USER0001,QD1021,IOS,2015-08-13,9,4,4,288
1304,USER0002,QD1014,Android,2015-08-13,14,6,4,1548
2407,USER0003,QD1008,Android,2015-08-13,12,2,4,1116
5571,USER0004,QD1008,IOS,2015-08-13,6,2,4,288
8933,USER0005,QD1003,IOS,2015-08-13,12,6,4,1728
5186,USER0006,QD1018,移动浏览器,2015-08-13,6,1,4,504
4161,USER0007,QD1013,Android,2015-08-14,6,4,4,648
1159,USER0008,QD1006,IOS,2015-08-14,13,2,4,648
3793,USER0009,QD1020,IOS,2015-08-14,13,3,4,1188
6008,USER0010,QD1019,IOS,2015-08-14,14,3,4,324
4985,USER0011,QD1021,Android,2015-08-15,12,2,4,288
8838,USER0012,QD1014,Android,2015-08-15,11,4,5,1800
6220,USER0013,QD1009,Android,2015-08-15,7,5,4,1404
4654,USER0014,QD1016,Android,2015-08-15,7,4,4,684
6009,USER0015,QD1019,IOS,2015-08-15,12,2,4,1512
4764,USER0016,QD1017,IOS,2015-08-15,12,2,4,612
7841,USER0017,QD1002,移动浏览器,2015-08-15,12,4,4,612
4775,USER0018,QD1006,Android,2015-08-16,11,5,4,1152
6392,USER0019,QD1011,IOS,2015-08-16,8,2,4,1044
7508,USER0020,QD1017,IOS,2015-08-16,8,4,4,1476
8160,USER0021,QD1022,IOS,2015-08-16,11,6,4,1260
1146,USER0022,QD1020,移动浏览器,2015-08-16,6,5,4,180
4735,USER0023,QD1009,移动浏览器,2015-08-16,5,3,4,360
7952,USER0024,QD1016,移动浏览器,2015-08-16,14,5,4,504
2044,USER0025,QD1007,移动浏览器,2015-08-16,11,5,4,252
9021,USER0026,QD1013,Android,2015-08-17,10,5,4,1404
1215,USER0027,QD1010,Android,2015-08-17,11,2,4,252
9062,USER0028,QD1010,Android,2015-08-17,9,2,4,756
2390,USER0029,QD1008,Android,2015-08-17,5,2,4,900
7475,USER0030,QD1005,Android,2015-08-17,10,4,4,288
1592,USER0031,QD1020,IOS,2015-08-17,14,2,4,1116
3472,USER0032,QD1014,Android,2015-08-17,13,3,4,1548
9856,USER0033,QD1007,IOS,2015-08-17,14,4,4,360
6108,USER0034,QD1007,Android,2015-08-18,8,2,4,1296
3235,USER0035,QD1014,Android,2015-08-18,11,3,4,828
9752,USER0036,QD1001,IOS,2015-08-18,11,1,4,1404
7669,USER0037,QD1018,移动浏览器,2015-08-18,14,1,4,936
9524,USER0038,QD1013,Android,2015-08-19,8,2,4,540
1666,USER0039,QD1008,Android,2015-08-19,5,4,4,792
8038,USER0040,QD1004,Android,2015-08-19,6,3,4,1152
7438,USER0041,QD1015,IOS,2015-08-19,11,4,4,540
8362,USER0042,QD1018,Android,2015-08-19,9,2,4,1368
6589,USER0043,QD1015,Android,2015-08-19,12,3,4,792
1390,USER0044,QD1017,IOS,2015-08-19,9,4,4,756
6566,USER0045,QD1006,IOS,2015-08-19,11,4,4,72
6847,USER0046,QD1021,IOS,2015-08-19,13,2,4,1476
6103,USER0047,QD1015,Android,2015-08-20,12,5,4,1476
4940,USER0048,QD1011,Android,2015-08-20,9,2,4,1188
1753,USER0049,QD1007,IOS,2015-08-20,8,5,4,360
6849,USER0050,QD1005,IOS,2015-08-20,7,5,4,468
7028,USER0051,QD1016,Android,2015-08-20,15,6,4,720
3757,USER0052,QD1013,IOS,2015-08-20,9,3,4,1512
4208,USER0053,QD1015,IOS,2015-08-20,11,2,4,1296
9587,USER0054,QD1004,IOS,2015-08-20,9,2,4,468
2046,USER0055,QD1006,IOS,2015-08-21,11,5,4,216
1735,USER0056,QD1005,Android,2015-08-21,14,3,4,1656
2613,USER0057,QD1004,IOS,2015-08-21,8,2,4,540
8042,USER0058,QD1006,Android,2015-08-22,10,4,4,1584
5080,USER0059,QD1002,IOS,2015-08-22,15,5,4,1188
1594,USER0060,QD1012,IOS,2015-08-22,12,5,4,72
9138,USER0061,QD1013,移动浏览器,2015-08-22,14,5,4,1368
5443,USER0062,QD1017,Android,2015-08-23,8,4,4,324
6244,USER0063,QD1003,Android,2015-08-23,9,4,4,72
4874,USER0064,QD1019,IOS,2015-08-23,11,6,4,1548
7571,USER0065,QD1012,Android,2015-08-23,9,2,4,1728
8940,USER0066,QD1019,IOS,2015-08-23,11,4,5,684
6714,USER0067,QD1009,Android,2015-08-23,6,3,4,1404
6148,USER0068,QD1005,IOS,2015-08-23,12,3,4,396
5541,USER0069,QD1009,IOS,2015-08-23,12,5,4,540
9063,USER0070,QD1016,IOS,2015-08-23,7,3,4,1080
5670,USER0071,QD1014,IOS,2015-08-23,5,4,4,1728
9309,USER0072,QD1006,IOS,2015-08-24,13,3,4,684
5538,USER0073,QD1012,IOS,2015-08-24,11,4,4,1368
4538,USER0074,QD1003,IOS,2015-08-24,15,4,5,576
7986,USER0075,QD1016,IOS,2015-08-24,7,2,4,576
8032,USER0076,QD1018,移动浏览器,2015-08-24,8,2,4,324
8465,USER0077,QD1016,Android,2015-08-25,11,2,4,1008
4483,USER0078,QD1021,Android,2015-08-25,15,2,4,1116
2846,USER0079,QD1017,Android,2015-08-25,10,2,4,1764
9682,USER0080,QD1011,Android,2015-08-25,6,6,4,324
1310,USER0081,QD1013,IOS,2015-08-25,5,6,4,1368
1976,USER0082,QD1017,Android,2015-08-25,10,3,4,288
3850,USER0083,QD1007,Android,2015-08-25,10,2,4,108
3665,USER0084,QD1008,IOS,2015-08-25,14,3,4,360
8544,USER0085,QD1009,Android,2015-08-25,14,4,4,720
3872,USER0086,QD1014,IOS,2015-08-25,14,3,4,648
3090,USER0087,QD1016,Android,2015-08-26,8,3,4,1728
7861,USER0088,QD1021,IOS,2015-08-26,5,3,4,828
2513,USER0089,QD1018,移动浏览器,2015-08-26,9,3,5,1404
5926,USER0090,QD1002,Android,2015-08-27,13,3,4,540
7292,USER0091,QD1008,IOS,2015-08-27,6,5,4,1440
8326,USER0092,QD1012,IOS,2015-08-27,7,1,4,1404
5590,USER0093,QD1009,移动浏览器,2015-08-27,11,2,5,108
4267,USER0094,QD1007,移动浏览器,2015-08-27,11,1,4,396
3863,USER0095,QD1017,Android,2015-08-28,11,6,4,1368
9182,USER0096,QD1018,Android,2015-08-28,13,5,4,864
6184,USER0097,QD1006,移动浏览器,2015-08-28,14,4,4,1548
8587,USER0098,QD1001,移动浏览器,2015-08-28,7,1,4,1764
4148,USER0099,QD1008,Android,2015-08-29,8,5,4,432
8704,USER0100,QD1017,IOS,2015-08-29,10,3,4,648
4977,USER0101,QD1019,IOS,2015-08-29,9,6,4,432
7304,USER0102,QD1014,移动浏览器,2015-08-29,12,1,4,180
8162,USER0103,QD1022,移动浏览器,2015-08-29,12,6,4,1296
6449,USER0104,QD1001,Android,2015-08-30,11,4,4,1008
2747,USER0105,QD1018,IOS,2015-08-30,12,6,4,0
5975,USER0106,QD1007,IOS,2015-08-30,6,4,4,648
8416,USER0107,QD1012,IOS,2015-08-30,10,3,4,1404
7133,USER0108,QD1003,IOS,2015-08-31,11,1,4,180
9681,USER0109,QD1009,IOS,2015-08-31,10,5,4,144
8046,USER0110,QD1016,IOS,2015-08-31,7,3,4,1008
2079,USER0111,QD1010,移动浏览器,2015-08-31,13,4,4,1728
3574,USER0112,QD1007,移动浏览器,2015-08-31,14,5,4,1656
6506,USER0113,QD1017,Android,2015-09-01,12,1,4,1800
5765,USER0114,QD1005,Android,2015-09-01,6,2,4,252
3047,USER0061,QD1010,移动浏览器,2016-01-25,6,4,4,1188
9758,USER0062,QD1021,移动浏览器,2016-01-25,12,1,4,648
8507,USER0063,QD1011,Android,2016-01-26,5,4,4,612
7027,USER0064,QD1015,IOS,2016-01-26,11,5,4,360
8478,USER0065,QD1009,Android,2016-01-26,12,5,4,1260
1719,USER0066,QD1019,移动浏览器,2016-01-26,7,3,4,36
3753,USER0067,QD1013,移动浏览器,2016-01-26,13,5,4,1044
8533,USER0068,QD1011,移动浏览器,2016-01-26,7,2,4,324
8424,USER0069,QD1021,Android,2016-01-27,9,2,4,1476
8107,USER0070,QD1018,Android,2016-01-27,8,5,4,1692
6342,USER0071,QD1008,IOS,2016-01-27,9,3,4,1764
3163,USER0072,QD1013,Android,2016-01-28,11,4,4,1260
7145,USER0073,QD1016,Android,2016-01-28,9,5,4,1368
6717,USER0074,QD1004,Android,2016-01-28,6,5,4,72
9400,USER0075,QD1006,IOS,2016-01-28,6,4,4,1620
5387,USER0076,QD1002,IOS,2016-01-28,10,3,4,1188
7816,USER0077,QD1009,Android,2016-01-29,8,2,4,1368
6744,USER0078,QD1016,IOS,2016-01-29,12,4,4,432
1822,USER0079,QD1003,IOS,2016-01-29,10,4,4,324
9683,USER0080,QD1015,IOS,2016-01-29,14,3,4,1116
3292,USER0081,QD1005,移动浏览器,2016-01-29,15,4,4,972
1075,USER0082,QD1005,移动浏览器,2016-01-29,8,5,4,288
4293,USER0083,QD1012,IOS,2016-01-30,8,3,4,1620
7707,USER0084,QD1018,Android,2016-01-30,7,3,4,72
2561,USER0085,QD1003,Android,2016-01-30,12,4,4,1044
6590,USER0086,QD1009,移动浏览器,2016-01-30,7,5,4,1548
7835,USER0087,QD1004,移动浏览器,2016-01-30,15,3,4,1404
7981,USER0088,QD1012,IOS,2016-01-31,8,2,4,252
2249,USER0089,QD1007,Android,2016-01-31,14,4,4,648
7801,USER0090,QD1013,IOS,2016-01-31,8,3,4,1116
9383,USER0091,QD1010,IOS,2016-01-31,11,1,4,1764
5391,USER0092,QD1005,IOS,2016-02-01,6,4,4,36
2323,USER0093,QD1008,移动浏览器,2016-02-01,6,2,4,468
4776,USER0094,QD1007,IOS,2016-02-02,9,3,4,1584
1707,USER0095,QD1010,Android,2016-02-02,14,5,4,648
3508,USER0096,QD1009,IOS,2016-02-02,14,3,5,1800
5502,USER0097,QD1017,IOS,2016-02-02,11,1,4,864
7499,USER0098,QD1008,IOS,2016-02-02,7,5,4,1728
2189,USER0099,QD1020,Android,2016-02-03,11,1,4,936
4521,USER0100,QD1020,IOS,2016-02-03,11,2,4,1764
2582,USER0101,QD1006,IOS,2016-02-03,13,2,4,1584
7913,USER0102,QD1019,IOS,2016-02-04,6,2,5,1260
2406,USER0103,QD1014,IOS,2016-02-04,9,2,4,324
5556,USER0104,QD1004,Android,2016-02-04,11,2,4,72
7478,USER0105,QD1016,Android,2016-02-04,7,1,4,1368
4101,USER0106,QD1006,Android,2016-02-04,14,5,4,468
5011,USER0107,QD1008,IOS,2016-02-04,11,6,4,1656
9265,USER0108,QD1016,IOS,2016-02-04,10,6,4,1548
5644,USER0109,QD1017,IOS,2016-02-04,13,5,4,1008
3725,USER0110,QD1020,IOS,2016-02-04,9,5,4,36
6921,USER0111,QD1004,IOS,2016-02-04,9,2,4,864
2169,USER0112,QD1010,移动浏览器,2016-02-04,15,1,4,432
6197,USER0113,QD1014,移动浏览器,2016-02-04,6,2,4,180
3740,USER0114,QD1013,Android,2016-02-05,6,3,4,1620
2998,USER0115,QD1012,IOS,2016-02-05,12,3,4,1008
8330,USER0116,QD1008,Android,2016-02-06,10,6,4,1656
7719,USER0117,QD1005,Android,2016-02-06,14,2,4,1224
9112,USER0118,QD1015,Android,2016-02-06,7,1,4,756
3874,USER0119,QD1022,IOS,2016-02-06,15,2,4,36
6134,USER0120,QD1005,Android,2016-02-07,11,6,4,756
7247,USER0121,QD1003,IOS,2016-02-07,11,5,4,900
4123,USER0122,QD1003,IOS,2016-02-07,10,3,4,900
4489,USER0123,QD1019,IOS,2016-02-07,12,5,4,1548
6831,USER0124,QD1008,IOS,2016-02-07,10,4,4,1224
2630,USER0125,QD1019,Android,2016-02-08,7,5,4,828
4311,USER0126,QD1018,Android,2016-02-08,10,2,4,324
8827,USER0127,QD1015,Android,2016-02-08,5,1,5,504
3495,USER0128,QD1012,Android,2016-02-09,8,3,4,936
8254,USER0129,QD1006,IOS,2016-02-09,9,1,4,432
4988,USER0130,QD1008,移动浏览器,2016-02-09,10,2,4,432
8684,USER0131,QD1004,Android,2016-02-10,14,5,4,1044
9371,USER0132,QD1006,Android,2016-02-10,6,4,4,1044
8945,USER0133,QD1004,Android,2016-02-10,9,5,4,720
9783,USER0134,QD1017,Android,2016-02-10,7,2,5,216
8219,USER0135,QD1005,Android,2016-02-10,7,3,4,1548
4165,USER0136,QD1013,Android,2016-02-10,13,6,4,468
2994,USER0137,QD1014,Android,2016-02-10,12,5,4,900
1051,USER0138,QD1017,Android,2016-02-10,6,5,4,1764
6407,USER0139,QD1014,IOS,2016-02-10,5,1,4,540
7312,USER0140,QD1015,移动浏览器,2016-02-10,13,5,4,1152
3710,USER0141,QD1002,IOS,2016-02-11,17,14,4,12852
6191,USER0142,QD1001,移动浏览器,2016-02-11,21,3,4,10980
1530,USER0143,QD1007,Android,2016-02-11,7,2,4,504
6003,USER0144,QD1012,IOS,2016-02-11,13,2,4,936
5290,USER0145,QD1011,移动浏览器,2016-02-11,8,2,4,864
9042,USER0146,QD1005,IOS,2016-02-11,5,6,4,1260
9552,USER0147,QD1021,Android,2016-02-12,24,14,4,6588
7886,USER0148,QD1011,IOS,2016-02-12,19,6,4,7776
1468,USER0149,QD1015,移动浏览器,2016-02-12,21,1,4,6084
1284,USER0150,QD1005,IOS,2016-02-12,13,4,3,540
5249,USER0151,QD1002,Android,2016-02-12,7,3,4,1548
1292,USER0152,QD1001,Android,2016-02-13,30,11,5,11124
7228,USER0153,QD1001,Android,2016-02-13,14,7,3,7452
4028,USER0154,QD1011,Android,2016-02-13,27,13,5,6768
4737,USER0155,QD1018,Android,2016-02-13,29,5,5,5328
2548,USER0156,QD1004,Android,2016-02-13,14,10,3,5328
3681,USER0157,QD1012,Android,2016-02-13,24,9,4,12348
4743,USER0158,QD1009,Android,2016-02-13,12,11,3,12564
9709,USER0159,QD1007,Android,2016-02-13,17,13,4,7740
5381,USER0160,QD1008,Android,2016-02-13,12,9,3,3924
5397,USER0161,QD1009,Android,2016-02-13,27,10,5,10188
1608,USER0162,QD1009,Android,2016-02-13,28,6,5,11376
8971,USER0163,QD1006,Android,2016-02-13,20,13,4,9252
2995,USER0164,QD1010,Android,2016-02-13,12,13,3,11304
2922,USER0165,QD1009,Android,2016-02-13,17,13,4,9216
3820,USER0166,QD1018,Android,2016-02-13,12,12,3,13860
2858,USER0167,QD1007,Android,2016-02-13,23,8,4,14040
8853,USER0168,QD1021,Android,2016-02-13,24,13,4,9792
7472,USER0169,QD1020,Android,2016-02-13,30,10,5,6336
5947,USER0170,QD1011,Android,2016-02-13,15,15,4,13644
3576,USER0171,QD1012,Android,2016-02-13,23,7,4,9288
4244,USER0172,QD1008,Android,2016-02-13,18,14,4,6012
4393,USER0173,QD1002,Android,2016-02-13,24,8,4,3708
5851,USER0174,QD1010,Android,2016-02-13,11,10,3,9252
9404,USER0175,QD1022,Android,2016-02-13,27,7,5,9072
2125,USER0176,QD1014,Android,2016-02-13,16,12,4,12960
3492,USER0177,QD1004,Android,2016-02-13,19,14,4,14364
4400,USER0178,QD1006,Android,2016-02-13,28,5,5,4860
1216,USER0179,QD1017,Android,2016-02-13,20,11,4,12420
6610,USER0180,QD1004,Android,2016-02-13,20,12,4,12132
8104,USER0181,QD1008,IOS,2016-02-13,14,5,3,14040
3216,USER0182,QD1017,IOS,2016-02-13,17,5,4,12132
7495,USER0183,QD1014,IOS,2016-02-13,13,5,3,7164
1570,USER0184,QD1015,IOS,2016-02-13,26,8,5,10296
4843,USER0185,QD1018,IOS,2016-02-13,11,13,3,6444
2053,USER0186,QD1019,IOS,2016-02-13,29,8,5,14364
3046,USER0187,QD1018,IOS,2016-02-13,15,8,4,13752
3783,USER0188,QD1009,IOS,2016-02-13,22,9,4,8280
3159,USER0189,QD1010,移动浏览器,2016-02-13,17,1,4,7452
7192,USER0190,QD1002,移动浏览器,2016-02-13,6,3,3,6480
3699,USER0191,QD1004,移动浏览器,2016-02-13,18,0,4,10044
8378,USER0192,QD1022,移动浏览器,2016-02-13,24,4,4,5616
7684,USER0193,QD1008,移动浏览器,2016-02-13,12,5,3,5112
4059,USER0194,QD1009,移动浏览器,2016-02-13,10,1,3,9288
9579,USER0195,QD1005,移动浏览器,2016-02-13,17,2,4,14112
5455,USER0196,QD1019,移动浏览器,2016-02-13,9,3,3,4536
4259,USER0197,QD1017,移动浏览器,2016-02-13,20,4,4,7884
2703,USER0198,QD1020,移动浏览器,2016-02-13,24,4,4,10296
2663,USER0199,QD1007,移动浏览器,2016-02-13,5,0,3,9072
2025,USER0200,QD1016,Android,2016-02-14,17,8,4,8208
2586,USER0201,QD1005,Android,2016-02-14,22,13,4,6660
7921,USER0202,QD1020,Android,2016-02-14,21,7,4,6588
2231,USER0203,QD1016,Android,2016-02-14,26,8,5,7236
2944,USER0204,QD1011,Android,2016-02-14,10,7,3,6264
5779,USER0205,QD1021,Android,2016-02-14,24,8,4,12924
8269,USER0206,QD1013,Android,2016-02-14,11,14,3,9144
7777,USER0207,QD1021,Android,2016-02-14,11,13,3,6984
8548,USER0208,QD1016,Android,2016-02-14,26,6,5,7812
8039,USER0209,QD1008,Android,2016-02-14,14,6,3,6588
4725,USER0210,QD1014,Android,2016-02-14,13,8,3,9468
2906,USER0211,QD1018,Android,2016-02-14,21,11,4,11088
1763,USER0212,QD1014,Android,2016-02-14,18,14,4,8748
2659,USER0213,QD1021,Android,2016-02-14,20,5,4,6768
4952,USER0214,QD1009,Android,2016-02-14,26,11,5,4104
1078,USER0215,QD1009,Android,2016-02-14,17,7,4,4932
9577,USER0216,QD1007,Android,2016-02-14,29,13,5,6912
7787,USER0217,QD1013,Android,2016-02-14,27,10,5,7884
8036,USER0218,QD1018,Android,2016-02-14,28,9,5,7920
5761,USER0219,QD1013,Android,2016-02-14,28,13,5,5400
8540,USER0220,QD1003,Android,2016-02-14,24,11,4,5580
8348,USER0221,QD1011,Android,2016-02-14,19,11,4,4464
5798,USER0222,QD1015,Android,2016-02-14,17,12,4,11196
4510,USER0223,QD1009,Android,2016-02-14,15,6,4,5328
7820,USER0224,QD1004,Android,2016-02-14,23,10,4,9288
6937,USER0225,QD1012,Android,2016-02-14,20,13,4,4716
4296,USER0226,QD1002,Android,2016-02-14,12,8,3,11952
9589,USER0227,QD1008,Android,2016-02-14,25,15,5,12528
2706,USER0228,QD1005,Android,2016-02-14,19,14,4,13500
4763,USER0229,QD1022,Android,2016-02-14,28,14,5,5940
9784,USER0230,QD1016,Android,2016-02-14,11,8,3,11700
4760,USER0231,QD1020,Android,2016-02-14,17,7,4,11736
6970,USER0232,QD1005,Android,2016-02-14,22,11,4,13788
7396,USER0233,QD1009,IOS,2016-02-14,20,9,4,13860
9156,USER0234,QD1016,IOS,2016-02-14,20,5,4,7272
6001,USER0235,QD1005,IOS,2016-02-14,20,8,4,12276
5244,USER0236,QD1016,IOS,2016-02-14,21,10,4,12420
9230,USER0237,QD1017,IOS,2016-02-14,18,8,4,12384
9755,USER0238,QD1015,IOS,2016-02-14,27,11,5,5076
2804,USER0239,QD1016,IOS,2016-02-14,16,15,4,14040
3858,USER0240,QD1011,IOS,2016-02-14,22,6,4,10656
4565,USER0241,QD1011,IOS,2016-02-14,18,6,4,3996
7893,USER0242,QD1017,IOS,2016-02-14,23,14,4,4824
3764,USER0243,QD1001,移动浏览器,2016-02-14,18,5,4,12240
4732,USER0244,QD1001,移动浏览器,2016-02-14,11,2,3,10332
2012,USER0245,QD1007,移动浏览器,2016-02-14,19,4,4,5112
6183,USER0246,QD1006,移动浏览器,2016-02-14,15,2,4,5940
1636,USER0247,QD1017,移动浏览器,2016-02-14,24,1,4,13608
6437,USER0248,QD1007,移动浏览器,2016-02-14,14,3,3,7488
1658,USER0249,QD1012,移动浏览器,2016-02-14,23,5,4,11124
6343,USER0250,QD1021,移动浏览器,2016-02-14,14,1,3,7632
1105,USER0251,QD1007,移动浏览器,2016-02-14,10,4,3,10404
4358,USER0252,QD1021,移动浏览器,2016-02-14,18,2,4,8928
8939,USER0253,QD1004,移动浏览器,2016-02-14,16,1,4,11736
4342,USER0254,QD1003,Android,2016-02-15,6,4,5,936
1161,USER0255,QD1015,Android,2016-02-15,9,5,5,288
9780,USER0256,QD1014,Android,2016-02-15,7,4,5,1296
7291,USER0257,QD1001,Android,2016-02-15,8,4,5,108
5640,USER0258,QD1022,Android,2016-02-15,7,1,5,0
8541,USER0259,QD1004,Android,2016-02-15,12,6,4,900
2212,USER0260,QD1010,Android,2016-02-15,9,5,5,36
7931,USER0261,QD1016,Android,2016-02-15,10,4,5,360
2431,USER0262,QD1017,Android,2016-02-15,9,5,5,36
2722,USER0263,QD1018,Android,2016-02-15,11,6,4,288
1687,USER0264,QD1001,Android,2016-02-15,14,5,5,828
8392,USER0206,QD1013,Android,2016-02-15,7,4,4,1152
6475,USER0207,QD1019,Android,2016-02-15,5,2,4,720
6836,USER0210,QD1007,Android,2016-02-15,14,1,5,684
5140,USER0212,QD1010,Android,2016-02-15,9,2,5,612
2726,USER0215,QD1019,Android,2016-02-15,11,4,4,432
8560,USER0216,QD1013,Android,2016-02-15,9,5,4,1260
6014,USER0218,QD1019,Android,2016-02-15,9,4,4,288
1494,USER0223,QD1003,Android,2016-02-15,11,4,4,468
1577,USER0225,QD1020,Android,2016-02-15,13,5,4,576
3542,USER0226,QD1019,Android,2016-02-15,10,4,4,1080
8435,USER0227,QD1019,Android,2016-02-15,6,2,4,1008
4873,USER0228,QD1022,Android,2016-02-15,12,3,4,576
3442,USER0229,QD1003,Android,2016-02-15,8,2,4,1008
9496,USER0242,QD1018,Android,2016-02-15,5,3,4,1044
9150,USER0243,QD1006,Android,2016-02-15,6,3,4,1116
5603,USER0247,QD1016,Android,2016-02-15,8,5,4,432
6821,USER0015,QD1005,Android,2016-02-15,9,5,4,360
2571,USER0208,QD1018,Android,2016-02-15,8,5,4,1764
4131,USER0029,QD1001,IOS,2016-02-15,12,4,4,288
